uf,municipio,segmento_cliente,natureza_juridica,fonte_cliente,cnae_codigo,cnae_descricao,capital_social,idade_cnpj,serasa_contagem_negativacoes,serasa_contagem_protestos,serasa_idade_divida_mais_recente,serasa_credores,serasa_socio_tem_negativacao,ifood_contagem_avaliacoes,ifood_faixa_preco,google_maps_avaliacao,google_maps_contagem_avaliacoes,google_maps_tem_website,inadimplente
CE,REDENCAO,Lanches & Salgados,213-5 - Empresário (Individual),Fonte 1,56.11-2-03,"Lanchonetes, casas de chá, de sucos e similares","(8000, 10000]","(1600, 2000]",0,0,,,1,,,,,,1
CE,FORTALEZA,Restaurante Brasileiro,213-5 - Empresário (Individual),Fonte 1,56.12-1-00,Serviços ambulantes de alimentação,"(200, 1000]","(900, 1150]",0,0,,,0,,,,,,0
PE,CABO DE SANTO AGOSTINHO,Pizza & Massas,213-5 - Empresário (Individual),Fonte 2,47.51-2-01,Comércio varejista especializado de equipamentos e suprimentos de informática,"(10000, 15000]","(900, 1150]",0,0,,,0,,,,,,1
CE,FORTALEZA,Restaurante Brasileiro,213-5 - Empresário (Individual),Fonte 2,56.11-2-01,Restaurantes e similares,"(1, 200]","(600, 750]",0,0,,,1,,,,,,0
PE,RECIFE,Restaurante Brasileiro,213-5 - Empresário (Individual),Fonte 2,56.11-2-05,"Bares e outros estabelecimentos especializados em servir bebidas, com entretenimento","(3000, 5000]","(25, 50]",0,0,,,0,,,,,,1
PE,CARUARU,Restaurante Brasileiro,213-5 - Empresário (Individual),Fonte 2,56.20-1-01,Fornecimento de alimentos preparados preponderantemente para empresas,"(8000, 10000]","(25, 50]",0,0,,,0,,,,,,1
PE,JABOATAO DOS GUARARAPES,Lanches & Salgados,213-5 - Empresário (Individual),Fonte 1,47.29-6-99,Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente,"(8000, 10000]","(50, 100]",0,0,,,0,,,,,,1
PE,PAULISTA,Lanches & Salgados,213-5 - Empresário (Individual),Fonte 2,56.11-2-03,"Lanchonetes, casas de chá, de sucos e similares","(3000, 5000]","(600, 750]",0,0,,,1,,,,,,1
CE,FORTALEZA,Doces & Confeitaria,213-5 - Empresário (Individual),Fonte 2,56.20-1-04,Fornecimento de alimentos preparados preponderantemente para consumo domiciliar,"(3000, 5000]","(25, 50]",0,0,,,1,,,,,,1
PE,ABREU E LIMA,Pizza & Massas,213-5 - Empresário (Individual),Fonte 2,56.20-1-02,Serviços de alimentação para eventos e recepções - bufê,"(1500, 2000]","(25, 50]",0,0,,,1,,,,,,0
CE,CASCAVEL,Restaurante Brasileiro,206-2 - Sociedade Empresária Limitada,Fonte 1,56.11-2-01,Restaurantes e similares,"(30000, 50000]","(1300, 1600]",0,0,,,0,,,,,,0
PB,JOAO PESSOA,Lanches & Salgados,213-5 - Empresário (Individual),Fonte 2,56.11-2-03,"Lanchonetes, casas de chá, de sucos e similares","(1, 200]","(50, 100]",0,0,,,0,,,,,,0
CE,CAUCAIA,Doces & Confeitaria,213-5 - Empresário (Individual),Fonte 2,10.91-1-02,Fabricação de produtos de padaria e confeitaria com predominância de produção própria,"(200, 1000]","(50, 100]",0,0,,,1,,,,,,1
PE,RECIFE,Lanches & Salgados,213-5 - Empresário (Individual),Fonte 2,56.20-1-04,Fornecimento de alimentos preparados preponderantemente para consumo domiciliar,"(1000, 1500]","(1600, 2000]",0,0,,,1,,,,,,1
PE,SAO LOURENCO DA MATA,Bar,213-5 - Empresário (Individual),Fonte 2,56.11-2-05,"Bares e outros estabelecimentos especializados em servir bebidas, com entretenimento","(5000, 8000]","(1150, 1300]",0,0,,,1,,,,,,1
PE,RECIFE,Hotel,206-2 - Sociedade Empresária Limitada,Fonte 5,55.10-8-01,Hotéis,"(3000, 5000]","(8000, 25000]",0,0,,,0,,,,,,0
CE,FORTALEZA,Restaurante Brasileiro,213-5 - Empresário (Individual),Fonte 2,56.20-1-02,Serviços de alimentação para eventos e recepções - bufê,"(3000, 5000]","(50, 100]",0,0,,,0,,,,,,0
PE,CARUARU,Pizza & Massas,213-5 - Empresário (Individual),Fonte 5,10.94-5-00,Fabricação de massas alimentícias,"(0, 1]","(1300, 1600]",0,0,,,0,,,,,,1
PE,BEZERROS,Doces & Confeitaria,213-5 - Empresário (Individual),Fonte 2,47.21-1-02,Padaria e confeitaria com predominância de revenda,"(1000, 1500]","(25, 50]",0,0,,,0,,,,,,0
CE,PINDORETAMA,Restaurante Brasileiro,213-5 - Empresário (Individual),Fonte 1,56.11-2-01,Restaurantes e similares,"(10000, 15000]","(1150, 1300]",0,0,,,0,,,,,,0
PB,JOAO PESSOA,Restaurante Brasileiro,213-5 - Empresário (Individual),Fonte 2,56.11-2-03,"Lanchonetes, casas de chá, de sucos e similares","(200, 1000]","(350, 450]",0,0,,,0,,,,,,1
PE,OLINDA,Lanches & Salgados,213-5 - Empresário (Individual),Fonte 1,47.29-6-99,Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente,"(20000, 30000]","(100, 150]",0,0,,,1,,,,,,1
PE,JABOATAO DOS GUARARAPES,Bar,213-5 - Empresário (Individual),Fonte 2,56.11-2-05,"Bares e outros estabelecimentos especializados em servir bebidas, com entretenimento","(3000, 5000]","(900, 1150]",0,0,,,1,,,,,,1
CE,FORTALEZA,Restaurante Brasileiro,213-5 - Empresário (Individual),Fonte 1,56.12-1-00,Serviços ambulantes de alimentação,"(3000, 5000]","(4000, 5000]",0,0,,,1,,,,,,0
PE,CARUARU,Restaurante Brasileiro,213-5 - Empresário (Individual),Fonte 1,56.11-2-01,Restaurantes e similares,"(8000, 10000]","(1600, 2000]",0,0,,,0,,,,,,0
PE,CARUARU,Restaurante Brasileiro,213-5 - Empresário (Individual),Fonte 1,10.13-9-01,Fabricação de produtos de carne,"(200, 1000]","(0, 25]",0,0,,,0,,,,,,0
PE,OLINDA,Doces & Confeitaria,213-5 - Empresário (Individual),Fonte 4,49.23-0-01,Serviço de táxi,"(3000, 5000]","(3000, 4000]",1,0,13,Financeiro,1,,$,,,,1
PE,RECIFE,Cafeteria,206-2 - Sociedade Empresária Limitada,Fonte 5,56.11-2-03,"Lanchonetes, casas de chá, de sucos e similares","(30000, 50000]","(750, 900]",0,0,,,0,,,,,,0
PE,RECIFE,Cafeteria,206-2 - Sociedade Empresária Limitada,Fonte 5,56.11-2-03,"Lanchonetes, casas de chá, de sucos e similares","(30000, 50000]","(900, 1150]",0,0,,,0,,,"(3.0, 4.0]","(30, 50]",1,0
CE,PINDORETAMA,Restaurante Brasileiro,213-5 - Empresário (Individual),Fonte 1,56.11-2-01,Restaurantes e similares,"(8000, 10000]","(750, 900]",0,0,,,0,,,,,,0
CE,AQUIRAZ,Cozinha Industrial,213-5 - Empresário (Individual),Fonte 1,56.11-2-01,Restaurantes e similares,"(8000, 10000]","(250, 350]",0,0,,,0,,,,,,0
CE,FORTALEZA,Padaria,213-5 - Empresário (Individual),Fonte 5,47.21-1-02,Padaria e confeitaria com predominância de revenda,"(8000, 10000]","(350, 450]",0,0,,,0,,,,,,1
PE,JABOATAO DOS GUARARAPES,Doces & Confeitaria,213-5 - Empresário (Individual),Fonte 4,49.30-2-01,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, municipal.","(1000, 1500]","(900, 1150]",0,0,,,1,,,,,,1
PE,RECIFE,Pizza & Massas,213-5 - Empresário (Individual),Fonte 1,56.20-1-02,Serviços de alimentação para eventos e recepções - bufê,"(1500, 2000]","(1300, 1600]",2,0,19,Bancos e Financeiro,1,,$,,,,1
CE,FORTALEZA,Pizza & Massas,213-5 - Empresário (Individual),Fonte 3,47.44-0-99,Comércio varejista de materiais de construção em geral,"(3000, 5000]","(2400, 3000]",0,0,,,1,,,,,,1
PB,JOAO PESSOA,Doces & Confeitaria,213-5 - Empresário (Individual),Fonte 2,10.91-1-02,Fabricação de produtos de padaria e confeitaria com predominância de produção própria,"(5000, 8000]","(350, 450]",0,0,,,1,,,,,,1
CE,FORTALEZA,Padaria,206-2 - Sociedade Empresária Limitada,Fonte 3,56.11-2-01,Restaurantes e similares,"(70000, 100000]","(50, 100]",0,0,,,0,,,,,,0
PB,JOAO PESSOA,Hambúrguer,213-5 - Empresário (Individual),Fonte 2,56.11-2-01,Restaurantes e similares,"(3000, 5000]","(150, 250]",0,0,,,1,,,,,,0
PE,RECIFE,Cafeteria,206-2 - Sociedade Empresária Limitada,Fonte 2,56.11-2-01,Restaurantes e similares,"(70000, 100000]","(450, 600]",0,0,,,0,,,,,,0
PE,RECIFE,Hambúrguer,213-5 - Empresário (Individual),Fonte 2,56.11-2-03,"Lanchonetes, casas de chá, de sucos e similares","(200, 1000]","(0, 25]",0,0,,,0,,,,,,0
CE,FORTALEZA,Doces & Confeitaria,213-5 - Empresário (Individual),Fonte 2,56.11-2-01,Restaurantes e similares,"(3000, 5000]","(100, 150]",0,0,,,0,,,,,,0
PB,JOAO PESSOA,Hotel,213-5 - Empresário (Individual),Fonte 1,55.90-6-99,Outros alojamentos não especificados anteriormente,"(10000, 15000]","(150, 250]",0,0,,,0,,,,,,0
CE,FORTALEZA,Doces & Confeitaria,213-5 - Empresário (Individual),Fonte 5,10.91-1-02,Fabricação de produtos de padaria e confeitaria com predominância de produção própria,"(200, 1000]","(750, 900]",0,0,,,1,,,,,,1
PE,POMBOS,Restaurante Brasileiro,206-2 - Sociedade Empresária Limitada,Fonte 1,55.10-8-01,Hotéis,"(70000, 100000]","(25, 50]",0,0,,,1,,,,,,0
CE,FORTALEZA,Lanches & Salgados,213-5 - Empresário (Individual),Fonte 2,56.12-1-00,Serviços ambulantes de alimentação,"(1, 200]","(600, 750]",0,0,,,1,,,,,,1
PE,PAULISTA,Doces & Confeitaria,213-5 - Empresário (Individual),Fonte 2,56.12-1-00,Serviços ambulantes de alimentação,"(200, 1000]","(100, 150]",0,0,,,0,,,,,,0
PE,RECIFE,Restaurante Brasileiro,213-5 - Empresário (Individual),Fonte 2,56.20-1-04,Fornecimento de alimentos preparados preponderantemente para consumo domiciliar,"(200, 1000]","(750, 900]",0,0,,,1,,,,,,1
CE,FORTALEZA,Restaurante Brasileiro,206-2 - Sociedade Empresária Limitada,Fonte 1,56.11-2-01,Restaurantes e similares,"(30000, 50000]","(2000, 2400]",1,0,37,Alimentos e Bebidas,1,"(20, 30]",$,"(4.5, 5.0]","(0, 5]",1,0
PE,VITORIA DE SANTO ANTAO,Doces & Confeitaria,213-5 - Empresário (Individual),Fonte 2,56.11-2-03,"Lanchonetes, casas de chá, de sucos e similares","(1500, 2000]","(25, 50]",0,0,,,0,,,,,,0
PE,OLINDA,Doces & Confeitaria,213-5 - Empresário (Individual),Fonte 1,56.20-1-01,Fornecimento de alimentos preparados preponderantemente para empresas,"(1000, 1500]","(600, 750]",0,0,,,1,,,,,,1
PE,IPOJUCA,Restaurante Brasileiro,206-2 - Sociedade Empresária Limitada,Fonte 2,56.11-2-01,Restaurantes e similares,"(100000, 200000]","(4000, 5000]",0,0,,,1,,,"(2.0, 3.0]","(0, 5]",1,1
PE,FERNANDO DE NORONHA,Hotel,206-2 - Sociedade Empresária Limitada,Fonte 2,55.10-8-01,Hotéis,"(1000000, 10000000]","(5000, 8000]",0,0,,,1,,,,,,0
PE,RECIFE,Padaria,206-2 - Sociedade Empresária Limitada,Fonte 2,56.11-2-03,"Lanchonetes, casas de chá, de sucos e similares","(70000, 100000]","(350, 450]",0,0,,,0,,,"(3.0, 4.0]","(0, 5]",1,0
CE,FORTALEZA,Churrascaria,213-5 - Empresário (Individual),Fonte 1,56.11-2-01,Restaurantes e similares,"(20000, 30000]","(5000, 8000]",0,0,,,1,,,,,,0
CE,PINDORETAMA,Restaurante Brasileiro,213-5 - Empresário (Individual),Fonte 1,56.11-2-01,Restaurantes e similares,"(0, 1]","(4000, 5000]",0,0,,,1,,,,,,0
CE,CAUCAIA,Lanches & Salgados,213-5 - Empresário (Individual),Fonte 2,47.21-1-02,Padaria e confeitaria com predominância de revenda,"(200, 1000]","(25, 50]",0,0,,,0,,,,,,1
CE,FORTALEZA,Restaurante Brasileiro,213-5 - Empresário (Individual),Fonte 1,47.57-1-00,"Comércio varejista especializado de peças e acessórios para aparelhos eletroeletrônicos para uso doméstico, exceto informática e comunicação","(5000, 8000]","(3000, 4000]",0,0,,,1,,,,,,1
PE,CAMARAGIBE,Pizza & Massas,213-5 - Empresário (Individual),Fonte 2,56.20-1-02,Serviços de alimentação para eventos e recepções - bufê,"(200, 1000]","(1300, 1600]",0,0,,,0,"(100, 200]",$,,,,1
CE,FORTALEZA,Lanches & Salgados,213-5 - Empresário (Individual),Fonte 2,56.11-2-03,"Lanchonetes, casas de chá, de sucos e similares","(8000, 10000]","(0, 25]",0,0,,,0,,,,,,0
PE,JABOATAO DOS GUARARAPES,Pizza & Massas,213-5 - Empresário (Individual),Fonte 2,56.20-1-04,Fornecimento de alimentos preparados preponderantemente para consumo domiciliar,"(15000, 20000]","(450, 600]",0,0,,,0,,,"(4.5, 5.0]","(0, 5]",1,0
PE,PAULISTA,Doces & Confeitaria,213-5 - Empresário (Individual),Fonte 2,10.91-1-02,Fabricação de produtos de padaria e confeitaria com predominância de produção própria,"(1500, 2000]","(0, 25]",0,0,,,1,,,,,,0
CE,PINDORETAMA,Lanches & Salgados,206-2 - Sociedade Empresária Limitada,Fonte 1,56.11-2-03,"Lanchonetes, casas de chá, de sucos e similares","(30000, 50000]","(50, 100]",0,0,,,1,,,,,,0
PE,ABREU E LIMA,Restaurante Brasileiro,213-5 - Empresário (Individual),Fonte 1,56.11-2-03,"Lanchonetes, casas de chá, de sucos e similares","(8000, 10000]","(100, 150]",0,0,,,0,,,"(4.0, 4.5]","(30, 50]",1,0
PB,SANTA RITA,Lanches & Salgados,213-5 - Empresário (Individual),Fonte 2,56.11-2-03,"Lanchonetes, casas de chá, de sucos e similares","(1500, 2000]","(0, 25]",0,0,,,1,,,,,,1
PE,RECIFE,Lanches & Salgados,213-5 - Empresário (Individual),Fonte 2,56.11-2-03,"Lanchonetes, casas de chá, de sucos e similares","(1500, 2000]","(25, 50]",0,0,,,0,,,"(4.5, 5.0]","(0, 5]",1,1
PE,ABREU E LIMA,Lanches & Salgados,213-5 - Empresário (Individual),Fonte 2,56.20-1-01,Fornecimento de alimentos preparados preponderantemente para empresas,"(5000, 8000]","(900, 1150]",0,0,,,0,,,,,,1
PB,JOAO PESSOA,Bar,213-5 - Empresário (Individual),Fonte 1,56.11-2-04,"Bares e outros estabelecimentos especializados em servir bebidas, sem entretenimento","(15000, 20000]","(5000, 8000]",0,0,,,0,,,,,,1
PE,SAO LOURENCO DA MATA,Hambúrguer,213-5 - Empresário (Individual),Fonte 2,56.11-2-03,"Lanchonetes, casas de chá, de sucos e similares","(3000, 5000]","(50, 100]",0,0,,,1,,,,,,1
PB,JOAO PESSOA,Doces & Confeitaria,213-5 - Empresário (Individual),Fonte 2,56.20-1-04,Fornecimento de alimentos preparados preponderantemente para consumo domiciliar,"(1000, 1500]","(25, 50]",0,0,,,1,,,,,,1
PE,ABREU E LIMA,Restaurante Brasileiro,213-5 - Empresário (Individual),Fonte 1,56.11-2-01,Restaurantes e similares,"(5000, 8000]","(4000, 5000]",0,0,,,0,,,,,,0
PE,OLINDA,Padaria,206-2 - Sociedade Empresária Limitada,Fonte 1,10.91-1-01,Fabricação de produtos de panificação industrial,"(70000, 100000]","(8000, 25000]",4,0,9,Distribuição,1,,,"(4.0, 4.5]","(200, 300]",1,0
CE,FORTALEZA,Lanches & Salgados,213-5 - Empresário (Individual),Fonte 1,56.11-2-03,"Lanchonetes, casas de chá, de sucos e similares","(200, 1000]","(450, 600]",0,0,,,1,,,,,,1
PE,OLINDA,Doces & Confeitaria,213-5 - Empresário (Individual),Fonte 2,10.91-1-02,Fabricação de produtos de padaria e confeitaria com predominância de produção própria,"(1, 200]","(0, 25]",0,0,,,1,,,,,,0
CE,FORTALEZA,Lanches & Salgados,213-5 - Empresário (Individual),Fonte 2,56.20-1-04,Fornecimento de alimentos preparados preponderantemente para consumo domiciliar,"(1, 200]","(150, 250]",0,0,,,1,,,,,,1
CE,FORTALEZA,Lanches & Salgados,213-5 - Empresário (Individual),Fonte 2,56.12-1-00,Serviços ambulantes de alimentação,"(200, 1000]","(450, 600]",0,0,,,1,,,,,,1
CE,FORTALEZA,Doces & Confeitaria,206-2 - Sociedade Empresária Limitada,Fonte 2,56.11-2-03,"Lanchonetes, casas de chá, de sucos e similares","(200000, 1000000]","(150, 250]",0,0,,,1,,,"(3.0, 4.0]","(50, 100]",1,0
CE,FORTALEZA,Restaurante Brasileiro,213-5 - Empresário (Individual),Fonte 2,56.20-1-04,Fornecimento de alimentos preparados preponderantemente para consumo domiciliar,"(2000, 3000]","(25, 50]",0,0,,,1,,,,,,1
PB,JOAO PESSOA,Restaurante Brasileiro,213-5 - Empresário (Individual),Fonte 1,56.12-1-00,Serviços ambulantes de alimentação,"(200, 1000]","(450, 600]",0,0,,,1,,,,,,1
CE,FORTALEZA,Lanches & Salgados,213-5 - Empresário (Individual),Fonte 2,56.11-2-03,"Lanchonetes, casas de chá, de sucos e similares","(5000, 8000]","(1600, 2000]",0,0,,,1,,$$$,,,,1
PB,JOAO PESSOA,Conveniência,213-5 - Empresário (Individual),Fonte 1,96.01-7-01,Lavanderias,"(200, 1000]","(5000, 8000]",0,0,,,1,,,,,,1
PB,BAYEUX,Distribuidor,213-5 - Empresário (Individual),Fonte 2,47.21-1-02,Padaria e confeitaria com predominância de revenda,"(3000, 5000]","(750, 900]",0,0,,,0,,,,,,1
CE,FORTALEZA,Lanches & Salgados,213-5 - Empresário (Individual),Fonte 2,56.12-1-00,Serviços ambulantes de alimentação,"(0, 1]","(350, 450]",0,0,,,1,,,,,,1
CE,BATURITE,Restaurante Brasileiro,213-5 - Empresário (Individual),Fonte 1,56.11-2-01,Restaurantes e similares,"(3000, 5000]","(2000, 2400]",0,0,,,0,,,,,,0
PE,OLINDA,Lanches & Salgados,213-5 - Empresário (Individual),Fonte 1,73.19-0-02,Promoção de vendas,"(3000, 5000]","(350, 450]",0,0,,,0,,,,,,0
PB,JOAO PESSOA,Restaurante Brasileiro,206-2 - Sociedade Empresária Limitada,Fonte 1,47.29-6-02,Comércio varejista de mercadorias em lojas de conveniência,"(70000, 100000]","(3000, 4000]",0,0,,,1,,,,,,1
PB,JOAO PESSOA,Doces & Confeitaria,213-5 - Empresário (Individual),Fonte 2,10.91-1-02,Fabricação de produtos de padaria e confeitaria com predominância de produção própria,"(8000, 10000]","(0, 25]",0,0,,,1,,,,,,1
PE,ABREU E LIMA,Restaurante Brasileiro,213-5 - Empresário (Individual),Fonte 1,56.12-1-00,Serviços ambulantes de alimentação,"(0, 1]","(2000, 2400]",0,0,,,1,"(10, 20]",$,"(4.5, 5.0]","(10, 20]",1,0
PE,BARREIROS,Doces & Confeitaria,213-5 - Empresário (Individual),Fonte 2,47.21-1-02,Padaria e confeitaria com predominância de revenda,"(3000, 5000]","(25, 50]",0,0,,,0,,,,,,0
PB,JOAO PESSOA,Restaurante Brasileiro,213-5 - Empresário (Individual),Fonte 2,56.11-2-03,"Lanchonetes, casas de chá, de sucos e similares","(1000, 1500]","(0, 25]",0,0,,,0,,,,,,1
PE,RECIFE,Doces & Confeitaria,213-5 - Empresário (Individual),Fonte 2,56.12-1-00,Serviços ambulantes de alimentação,"(200, 1000]","(0, 25]",0,0,,,1,,,,,,0
CE,FORTALEZA,Mercearia & Mercado,213-5 - Empresário (Individual),Fonte 4,47.12-1-00,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns","(200, 1000]","(900, 1150]",0,0,,,1,,,,,,1
CE,FORTALEZA,Lanches & Salgados,206-2 - Sociedade Empresária Limitada,Fonte 2,10.96-1-00,Fabricação de alimentos e pratos prontos,"(70000, 100000]","(50, 100]",0,0,,,1,,,,,,0
PB,JOAO PESSOA,Doces & Confeitaria,213-5 - Empresário (Individual),Fonte 2,10.91-1-02,Fabricação de produtos de padaria e confeitaria com predominância de produção própria,"(3000, 5000]","(900, 1150]",0,0,,,1,,,,,,1
PE,OLINDA,Restaurante Brasileiro,213-5 - Empresário (Individual),Fonte 2,56.20-1-01,Fornecimento de alimentos preparados preponderantemente para empresas,"(200, 1000]","(0, 25]",0,0,,,0,,,,,,1
PE,CABO DE SANTO AGOSTINHO,Lanches & Salgados,213-5 - Empresário (Individual),Fonte 3,56.11-2-04,"Bares e outros estabelecimentos especializados em servir bebidas, sem entretenimento","(1, 200]","(25, 50]",0,0,,,1,,,,,,1
CE,FORTALEZA,Restaurante Brasileiro,213-5 - Empresário (Individual),Fonte 5,56.11-2-01,Restaurantes e similares,"(0, 1]","(4000, 5000]",0,0,,,1,,,,,,0
PE,PAULISTA,Japonês & Chinês & Asiático,213-5 - Empresário (Individual),Fonte 1,56.11-2-01,Restaurantes e similares,"(3000, 5000]","(750, 900]",0,0,,,0,,,"(3.0, 4.0]","(0, 5]",1,0
CE,FORTALEZA,Pizza & Massas,206-2 - Sociedade Empresária Limitada,Fonte 3,56.11-2-03,"Lanchonetes, casas de chá, de sucos e similares","(70000, 100000]","(2400, 3000]",0,0,,,0,,,,,,0
CE,FORTALEZA,Mercearia & Mercado,213-5 - Empresário (Individual),Fonte 3,47.12-1-00,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns","(30000, 50000]","(0, 25]",0,0,,,1,,,,,,1
CE,FORTALEZA,Bar,213-5 - Empresário (Individual),Fonte 1,56.11-2-04,"Bares e outros estabelecimentos especializados em servir bebidas, sem entretenimento","(200, 1000]","(600, 750]",0,0,,,1,,,,,,1
PE,OLINDA,Hambúrguer,213-5 - Empresário (Individual),Fonte 2,10.91-1-02,Fabricação de produtos de padaria e confeitaria com predominância de produção própria,"(200, 1000]","(100, 150]",0,0,,,1,,,,,,1
PE,RECIFE,Doces & Confeitaria,213-5 - Empresário (Individual),Fonte 2,56.11-2-03,"Lanchonetes, casas de chá, de sucos e similares","(2000, 3000]","(25, 50]",0,0,,,0,,,,,,1
PE,OLINDA,Restaurante Brasileiro,213-5 - Empresário (Individual),Fonte 2,56.20-1-04,Fornecimento de alimentos preparados preponderantemente para consumo domiciliar,"(3000, 5000]","(25, 50]",0,0,,,0,,,,,,1
CE,FORTALEZA,Lanches & Salgados,213-5 - Empresário (Individual),Fonte 5,56.11-2-03,"Lanchonetes, casas de chá, de sucos e similares","(5000, 8000]","(5000, 8000]",0,0,,,0,,,,,,0
PB,JOAO PESSOA,Hambúrguer,213-5 - Empresário (Individual),Fonte 2,56.20-1-04,Fornecimento de alimentos preparados preponderantemente para consumo domiciliar,"(8000, 10000]","(25, 50]",0,0,,,0,,,,,,1
PE,IGARASSU,Padaria,213-5 - Empresário (Individual),Fonte 1,56.12-1-00,Serviços ambulantes de alimentação,"(3000, 5000]","(250, 350]",0,0,,,0,,,,,,0
PB,JOAO PESSOA,Lanches & Salgados,213-5 - Empresário (Individual),Fonte 2,56.11-2-03,"Lanchonetes, casas de chá, de sucos e similares","(10000, 15000]","(100, 150]",0,0,,,0,,,,,,0
PE,CARUARU,Pizza & Massas,213-5 - Empresário (Individual),Fonte 2,56.20-1-02,Serviços de alimentação para eventos e recepções - bufê,"(1000, 1500]","(25, 50]",0,0,,,1,,,,,,1
PB,JOAO PESSOA,Açaí & Sorvetes,213-5 - Empresário (Individual),Fonte 1,56.12-1-00,Serviços ambulantes de alimentação,"(2000, 3000]","(350, 450]",0,0,,,1,,,,,,1
CE,FORTALEZA,Restaurante Brasileiro,213-5 - Empresário (Individual),Fonte 2,56.20-1-04,Fornecimento de alimentos preparados preponderantemente para consumo domiciliar,"(1000, 1500]","(0, 25]",0,0,,,0,,,,,,1
